what,kind,bundleId,bundleVersion,description,time
started,bundle,org.jboss.ide.eclipse.as.ui,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.as.ui",1383769059926
started,bundle,org.jboss.tools.usage,1.1.0.v20130102-1715-H74-Final,"org.jboss.tools.usage",1383769059929
os,sysinfo,,,"win32",1383769059941
arch,sysinfo,,,"x86_64",1383769059941
ws,sysinfo,,,"win32",1383769059941
locale,sysinfo,,,"es_ES",1383769059941
processors,sysinfo,,,"4",1383769059941
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1383769059941
java.runtime.version,sysinfo,,,"1.7.0_04-b22",1383769059941
java.specification.name,sysinfo,,,"Java Platform API Specification",1383769059941
java.specification.vendor,sysinfo,,,"Oracle Corporation",1383769059941
java.specification.version,sysinfo,,,"1.7",1383769059941
java.vendor,sysinfo,,,"Oracle Corporation",1383769059941
java.version,sysinfo,,,"1.7.0_04",1383769059941
java.vm.info,sysinfo,,,"mixed mode",1383769059941
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1383769059941
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1383769059941
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1383769059941
java.vm.specification.version,sysinfo,,,"1.7",1383769059941
java.vm.vendor,sysinfo,,,"Oracle Corporation",1383769059941
java.vm.version,sysinfo,,,"23.0-b21",1383769059941
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1383769061855
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1383769061948
started,bundle,org.eclipse.core.variables,3.2.500.v20110928-1503,"org.eclipse.core.variables",1383769064022
started,bundle,org.jboss.ide.eclipse.archives.core,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.core",1383769064066
started,bundle,org.jboss.ide.eclipse.archives.ui,3.3.1.v20130102-1730-H94-Final,"org.jboss.ide.eclipse.archives.ui",1383769064072
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1383769064202
started,bundle,org.jboss.tools.jmx.core,1.3.1.v20130102-1732-H80-Final,"org.jboss.tools.jmx.core",1383769064235
started,bundle,org.jboss.ide.eclipse.archives.webtools,2.3.2.v20130112-0201-H153-Final,"org.jboss.ide.eclipse.archives.webtools",1383769064484
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383769065944
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383769068515
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1383769075266
