what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195110043
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195115112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195116507
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195117695
activated,perspective,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.DebugPerspective",1384195117817
opened,view,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.BreakpointView",1384195118173
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195127469
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195143405
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195144373
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195145240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195187873
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195192309
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1384195194571
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195197495
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195250296
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195255036
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195255471
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195255788
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.StepOver",1384195256226
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.Resume",1384195257096
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195259726
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195265457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195270472
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195270585
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384195273830
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195276600
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1384195276689
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1384195277172
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1384195278503
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1384195279003
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1384195279080
